City ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,mola di bari,41.0609,17.0873,22.73,78,0,4.27,IT,1686606988
369,devgarh,25.5333,73.9,29.09,50,41,4.81,IN,1686606988
370,las khorey,11.1595,48.1967,32.91,56,100,4.06,SO,1686606988
371,dhuusamarreeb,5.535,46.3861,25.16,71,81,10.23,SO,1686606988
372,staryye ozinki,51.1786,49.6769,14.3,61,98,8.81,RU,1686606988
373,pune,18.5196,73.8553,25.31,74,47,3.64,IN,1686606417
374,mangrol,21.1167,70.1167,28.61,85,100,13.14,IN,1686606988
375,trondheim,63.4305,10.3951,14.03,75,100,0.63,NO,1686606989
376,amga,60.8953,131.9608,5.01,87,100,3.22,RU,1686606989
377,darwin,-12.4611,130.8418,20.99,68,0,3.6,AU,1686606989
378,al fuwayliq,26.4432,43.2534,29.88,16,0,5.23,SA,1686606989
379,yerofey pavlovich,53.9667,121.9667,12.09,64,99,2.81,RU,1686606989
380,fraserburgh,57.6874,-2.0184,16.73,92,99,2.34,GB,1686606989
381,mangaratiba,-22.9597,-44.0406,22.48,90,5,1.71,BR,1686606989
382,fallon,39.4735,-118.7774,21.17,57,75,0.89,US,1686606949
383,gisborne,-38.6533,178.0042,12.59,72,86,7.38,NZ,1686606898
384,phan thiet,10.9333,108.1,25.01,89,100,3.98,VN,1686606989
385,peterhead,57.5058,-1.7981,15.81,90,100,2.9,GB,1686606990
386,arys,42.4252,68.795,24.73,20,89,4.77,KZ,1686606990
387,qamdo,31.1667,97.2333,4.16,90,100,1.83,CN,1686606844
388,jiayuguan,39.8167,98.3,17.92,24,0,1.11,CN,1686606990
389,palikir - national government center,6.9248,158.1611,28.41,74,100,2.57,FM,1686606840
390,awjilah,29.1081,21.2869,26.04,48,0,9.35,LY,1686606990
391,machico,32.7,-16.7667,20.4,82,40,3.09,PT,1686606990
392,opuwo,-18.0607,13.84,12.83,15,12,2.14,NA,1686606990
393,aral,40.5156,81.2636,26.56,24,32,4.23,CN,1686606991
394,vilyuchinsk,52.9306,158.4028,16.15,53,0,2.8,RU,1686606860
395,stepnogorsk,52.3544,71.8869,12.87,50,19,2.44,KZ,1686606991
396,ganta,7.3022,-8.5308,21.83,98,100,1.22,LR,1686606991
397,tangalle,6.024,80.7911,26.09,84,96,5.63,LK,1686606842
398,bom jesus,-9.0744,-44.3586,29.35,36,32,2.43,BR,1686606991
399,novaya lyalya,59.055,60.599,4.49,71,7,2.52,RU,1686606991
400,volodarka,49.5248,29.9122,11.08,91,100,3.72,UA,1686606991
401,novyy urengoy,66.0833,76.6333,2.06,68,86,8.88,RU,1686606992
402,tsiombe,-25.3,45.4833,19.55,90,33,0.91,MG,1686606857
403,benghazi,32.1167,20.0667,21.75,82,0,4.48,LY,1686606992
404,nova olinda do norte,-3.8881,-59.0942,24.77,93,64,0.24,BR,1686606992
405,colonia,50.9333,6.95,21.87,48,0,3.09,DE,1686606857
406,jinchang,38.4953,102.1739,20.22,30,0,1.7,CN,1686606992
407,martins ferry,40.0959,-80.7245,19.56,75,100,4.63,US,1686606803
408,kharp,66.8014,65.8081,2.63,65,26,2.67,RU,1686606870
409,pingdu,36.7844,119.9464,20.44,52,61,1.25,CN,1686606992
410,ixtapa,20.7,-105.2,30.13,72,4,2.68,MX,1686606993
411,whakatane,-37.9585,176.9854,12.71,71,1,4.12,NZ,1686606993
412,benque viejo el carmen,17.075,-89.1392,41.01,27,0,2.06,BZ,1686606993
413,pacific grove,36.6177,-121.9166,20.82,75,75,7.2,US,1686606918
414,nabire,-3.3667,135.4833,24.45,91,100,1.43,ID,1686606860
415,hassi messaoud,31.6804,6.0729,33.92,17,0,2.57,DZ,1686606857
416,port moresby,-9.4431,147.1797,24.68,94,40,2.57,PG,1686606884
417,cabedelo,-6.9811,-34.8339,25.37,85,0,4.95,BR,1686606993
418,piracuruca,-3.9281,-41.7092,26.61,66,67,0.84,BR,1686606993
419,llallagua,-18.4167,-66.6333,7.48,16,27,6.36,BO,1686606993
420,al hazm,16.1641,44.7769,31.29,25,100,1.99,YE,1686606994
421,la paz,-16.5,-68.15,13.99,19,20,6.17,BO,1686606994
422,badovinci,44.7858,19.3714,17.7,70,100,2.49,RS,1686606994
423,vernon,50.2581,-119.2691,34.31,26,11,1.54,CA,1686606892
424,waiuku,-37.25,174.75,16.72,73,0,3.34,NZ,1686606994
425,azangaro,-14.9167,-70.2167,12.07,31,46,4.64,PE,1686606994
426,delice,39.9537,34.0259,15.51,79,45,0.86,TR,1686606994
427,suklayin,15.7574,121.5503,26.14,88,100,2.19,PH,1686606994
428,watampone,-4.5386,120.3279,24.53,89,92,1.63,ID,1686606994
429,maralal,1.0968,36.698,15.79,70,98,0.2,KE,1686606995
430,santa quiteria,-4.3319,-40.1567,26.45,59,87,2.23,BR,1686606995
431,sogndal,61.2283,7.1003,15.21,82,100,0.0,NO,1686606995
432,dickinson,29.4608,-95.0513,35.61,68,20,5.14,US,1686606995
433,lerwick,60.1545,-1.1494,12.0,94,78,3.01,GB,1686606995
434,coquimbo,-29.9533,-71.3436,11.85,76,40,4.63,CL,1686606497
435,trairi,-3.2778,-39.2689,25.97,81,6,4.41,BR,1686606995
436,luanda,-8.8368,13.2343,23.0,83,75,3.09,AO,1686606828
437,shimo-furano,43.35,142.3833,16.3,94,100,1.74,JP,1686606995
438,zamora,-4.0692,-78.9567,31.58,94,78,0.95,EC,1686606877
439,beidao,34.5686,105.8933,14.21,75,0,0.82,CN,1686606996
440,nikolayevsk-on-amure,53.1406,140.73,10.05,91,100,1.23,RU,1686606996
441,minas de marcona,-15.2119,-75.1103,13.58,78,27,7.7,PE,1686606866
442,soio,-6.1349,12.3689,23.22,89,95,3.47,AO,1686606889
443,bonthe,7.5264,-12.505,25.45,86,100,3.1,SL,1686606996
444,illizi,26.4833,8.4667,34.89,14,0,4.51,DZ,1686606865
445,malanje,-9.5402,16.341,18.38,70,17,1.97,AO,1686606996
446,ancud,-41.8697,-73.8203,6.26,82,8,1.41,CL,1686606864
447,kilcock,53.4022,-6.6708,19.16,88,75,1.54,IE,1686606996
448,ceylanpinar,36.8472,40.05,25.41,46,2,4.31,TR,1686606997
449,makubetsu,45.3714,141.8211,15.46,90,100,0.45,JP,1686606997
450,al kharijah,25.4514,30.5464,31.89,23,0,3.19,EG,1686606997
451,weyburn,49.6668,-103.8511,28.12,20,100,3.6,CA,1686606839
452,mugia,43.1041,-9.2179,18.84,92,99,2.25,ES,1686606867
453,axim,4.8699,-2.2405,24.79,72,36,2.73,GH,1686606900
454,filadelfia,39.9523,-75.1638,22.45,92,100,5.66,US,1686606974
455,port macquarie,-31.4333,152.9167,12.16,73,11,3.21,AU,1686606879
456,magong,23.5654,119.5863,27.0,84,100,5.75,TW,1686606891
457,al kharj,24.155,47.3346,37.32,19,65,2.38,SA,1686606997
458,kirakira,-10.4544,161.9205,28.36,77,27,2.8,SB,1686606998
459,muleshoe,34.2265,-102.7238,23.16,57,42,5.78,US,1686606998
460,kyabe,9.4515,18.9449,24.6,80,76,1.63,TD,1686606998
461,zalingei,12.9096,23.4741,24.05,67,94,4.76,SD,1686606998
462,vyazemskiy,47.5378,134.7525,16.28,90,91,0.25,RU,1686606998
463,lebrija,36.9208,-6.0753,21.16,83,0,3.6,ES,1686606998
464,sao joao da barra,-21.6403,-41.0511,24.05,86,26,3.54,BR,1686606998
465,ingeniero jacobacci,-41.3427,-69.5448,1.27,65,0,1.7,AR,1686606998
466,lebu,-37.6167,-73.65,9.29,81,0,7.15,CL,1686606849
467,tazacorte,28.629,-17.9293,22.3,77,100,6.17,ES,1686606857
468,ostersund,63.1792,14.6357,15.9,35,40,7.2,SE,1686606878
469,esparza,9.9945,-84.6647,30.55,78,91,2.42,CR,1686606999
470,lata,40.1629,-8.3327,15.55,98,11,1.13,PT,1686606877
471,el granada,37.5027,-122.4694,27.19,70,100,5.66,US,1686606999
472,north bend,43.4065,-124.2243,24.02,77,40,8.75,US,1686606999
473,san angelo,31.4638,-100.437,39.12,41,0,7.2,US,1686606999
474,fada,9.5667,8.3,20.46,94,88,1.14,NG,1686606999
475,mazagao,-0.115,-51.2894,27.03,91,19,2.02,BR,1686607000
476,asau,46.4333,26.4,11.51,94,87,1.21,RO,1686606902
477,bantay,17.5847,120.3892,25.49,92,100,5.64,PH,1686607000
478,macusani,-14.0833,-70.4333,5.19,76,66,2.92,PE,1686607000
479,port saint john's,-31.6229,29.5448,15.79,76,51,2.85,ZA,1686607000
480,mana,5.6592,-53.7767,26.18,88,79,4.36,GF,1686607000
481,alaghsas,17.0187,8.0168,33.06,32,76,1.56,NE,1686606866
482,maddagiri,13.6606,77.2092,23.72,74,54,5.38,IN,1686607001
483,aasiaat,68.7098,-52.8699,0.84,78,51,10.38,GL,1686606855
484,vorkuta,67.5,64.0,3.7,56,98,3.28,RU,1686607001
485,broome,42.2506,-75.833,19.83,93,100,5.14,US,1686607001
486,murree,33.9073,73.393,20.14,60,97,4.88,PK,1686607001
487,mirnyy,62.5353,113.9611,6.8,56,0,0.87,RU,1686607002
488,midvagur,62.0511,-7.1939,8.46,87,2,1.54,FO,1686607002
489,makokou,0.5738,12.8642,21.24,97,100,1.23,GA,1686607002
490,robore,-18.3333,-59.75,8.86,94,100,2.62,BO,1686607002
491,chistopol',55.3631,50.6424,7.58,76,36,3.57,RU,1686607002
492,catalao,-18.1658,-47.9464,22.91,42,53,1.19,BR,1686607002
493,kaiapoi,-43.3783,172.6401,8.64,86,100,1.54,NZ,1686607002
494,metahara,8.9,39.9167,27.72,40,91,0.92,ET,1686607002
495,puerto baquerizo moreno,-0.9,-89.6,25.55,94,100,4.12,EC,1686606863
496,sierra grande,-41.606,-65.3557,8.83,31,0,1.79,AR,1686607003
497,polyarnyy,69.1989,33.4478,10.78,85,100,2.75,RU,1686606871
498,gonabad,34.3529,58.6837,25.57,17,0,3.64,IR,1686607003
499,mapimi,25.8167,-103.85,36.25,11,3,2.43,MX,1686607003
500,papao,-17.75,-149.55,29.82,75,5,8.17,PF,1686606902
501,pudozh,61.8099,36.5345,10.13,64,69,1.89,RU,1686607003
502,puerto carreno,6.189,-67.4859,29.99,66,20,2.06,CO,1686607003
503,kailua-kona,19.6406,-155.9956,26.98,91,40,4.63,US,1686606898
504,qoryooley,1.7878,44.53,24.91,86,85,6.95,SO,1686607003
505,tindouf,27.6711,-8.1474,26.25,34,0,9.77,DZ,1686607004
506,ciudad acuna,29.3232,-100.9522,37.45,54,0,2.57,MX,1686607004
507,wabag,-5.4781,143.7021,14.32,94,54,0.21,PG,1686607004
508,vadso,70.0744,29.7487,15.49,58,0,7.2,NO,1686606878
509,arno,60.1167,18.6333,12.1,61,8,4.54,SE,1686607004
510,borgo valsugana,46.0514,11.4544,19.04,93,60,1.38,IT,1686607004
511,motygino,58.1831,94.7592,9.07,66,100,1.23,RU,1686607004
512,biloela,-24.4167,150.5,16.51,80,2,0.76,AU,1686607004
513,dosso,13.049,3.1937,29.85,60,100,3.59,NE,1686607005
514,luganville,-15.5333,167.1667,25.17,88,79,3.48,VU,1686607005
515,chernyshevskiy,63.0128,112.4714,8.86,48,0,0.58,RU,1686607005
516,lospalos,-8.5186,127.0025,20.16,91,58,2.72,TL,1686606843
517,la ceiba,15.7597,-86.7822,32.9,66,20,3.09,HN,1686607005
518,chauk,20.8833,94.8167,27.07,76,63,6.2,MM,1686607005
519,porto sant'elpidio,43.2583,13.7583,20.03,83,0,2.4,IT,1686607005
520,anaco,9.4389,-64.4728,27.35,73,97,2.16,VE,1686607005
521,dhidhdhoo,6.8833,73.1,28.71,77,92,8.41,MV,1686607006
522,mahdia,35.5047,11.0622,24.97,63,52,2.95,TN,1686606900
523,happy valley-goose bay,53.3168,-60.3315,20.17,42,75,4.12,CA,1686606881
524,purpe,64.4803,76.6897,2.97,82,100,8.83,RU,1686607006
525,khandyga,62.6667,135.6,8.92,55,100,2.87,RU,1686606905
526,punta del este,-34.9667,-54.95,11.6,69,40,7.2,UY,1686607006
527,tosontsengel,48.7567,98.2839,12.8,89,76,2.13,MN,1686607006
528,fiambala,-27.6871,-67.6149,5.42,53,99,4.22,AR,1686607006
529,brisas de zicatela,15.8369,-97.0419,31.41,65,99,3.32,MX,1686607006
530,rabo de peixe,37.8,-25.5833,18.73,100,75,8.75,PT,1686607007
531,pankovka,58.5,31.1999,11.53,61,20,1.79,RU,1686607007
532,jumla,29.2747,82.1838,13.51,93,75,0.7,NP,1686607007
533,dexter,36.7959,-89.9579,24.92,42,82,2.94,US,1686606945
534,namalenga,-10.95,39.1,18.43,87,5,2.12,TZ,1686607007
535,sur,22.5667,59.5289,30.84,58,100,2.28,OM,1686607007
536,felipe carrillo puerto,19.5833,-88.05,34.9,48,21,4.32,MX,1686607007
537,alofi,-19.0595,-169.9187,23.94,94,75,6.69,NU,1686606898
538,severo-yeniseyskiy,60.3725,93.0408,7.94,66,100,2.07,RU,1686607007
539,masterton,-40.9597,175.6575,8.27,82,5,1.38,NZ,1686607008
540,sosnovo-ozerskoye,52.5249,111.5418,13.9,65,90,4.7,RU,1686607008
541,kaa-khem,51.6833,94.7333,12.1,74,18,2.19,RU,1686606876
542,east ballina,-28.8667,153.5833,12.11,87,8,1.7,AU,1686607008
543,heroica ciudad de tlaxiaco,17.2667,-97.6833,27.77,24,87,5.52,MX,1686607008
544,iaciara,-14.0958,-46.6317,27.35,34,82,1.91,BR,1686607008
545,tomatlan,19.9333,-105.25,32.37,52,17,5.14,MX,1686607008
546,armacao de buzios,-22.7469,-41.8817,23.03,92,0,1.95,BR,1686607008
547,dudinka,69.4058,86.1778,7.57,73,93,4.92,RU,1686606835
548,sosnovka,56.255,51.2842,5.95,75,1,1.6,RU,1686607009
549,yuzhno-kurilsk,44.0306,145.8556,11.24,98,100,2.87,RU,1686607009
550,port blair,11.6667,92.75,27.85,86,86,7.88,IN,1686607009
551,palmer,42.1584,-72.3287,25.98,52,98,3.13,US,1686606796
552,newman,37.3138,-121.0208,29.47,27,46,1.33,US,1686606849
553,tolga,34.7222,5.3785,24.45,49,87,8.46,DZ,1686607009
554,chimoio,-19.1164,33.4833,19.92,73,0,3.06,MZ,1686607009
555,saham,24.1722,56.8886,32.98,56,89,3.65,OM,1686607009
556,praya,14.9215,-23.5087,27.3,61,0,6.17,CV,1686607009
557,port-vila,-17.7338,168.3219,22.78,94,100,1.03,VU,1686606884
558,aswan,24.0934,32.907,34.61,21,0,0.0,EG,1686607010
559,taroa,8.7058,171.2275,28.25,79,98,7.11,MH,1686606906
560,champerico,14.3,-91.9167,33.3,69,95,5.16,GT,1686607010
